region,region_folder,clinic_folder,master_row,clinic_name,province,district,phone,suggested_logo_filename
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/099_row103_Ha Hay Clinic,103,Ha Hay Clinic,กรุงเทพมหานคร,เขตประเวศ,0654796532,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/100_row104_Kay Hay Clinic,104,Kay Hay Clinic,กรุงเทพมหานคร,เขตประเวศ,0654796532,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/101_row105_Sirin clinic,105,Sirin clinic,กรุงเทพมหานคร,เขตประเวศ,0836666948,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/102_row106_WOW CLINIC,106,WOW CLINIC,กรุงเทพมหานคร,เขตประเวศ,02-004-871,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/103_row107_วาวคลินิกเวชกรรม,107,วาวคลินิกเวชกรรม,กรุงเทพมหานคร,เขตประเวศ,020048712,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/104_row108_เดอะเวนิเซีย คลินิคเวชกรรม,108,เดอะเวนิเซีย คลินิคเวชกรรม,กรุงเทพมหานคร,เขตประเวศ,0882654966,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/105_row109_เอพิออสคลินิก,109,เอพิออสคลินิก,กรุงเทพมหานคร,เขตประเวศ,0650563635,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/106_row110_วิไลลักษณ์คลินิก,110,วิไลลักษณ์คลินิก,กรุงเทพมหานคร,เขตพญาไท,0813033764,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/107_row111_Airie Clinic,111,Airie Clinic,กรุงเทพมหานคร,เขตพญาไท,0635696965,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,"/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/108_row112_CHAWIN NIPPITAWASIN, MD",112,"CHAWIN NIPPITAWASIN, MD",กรุงเทพมหานคร,เขตพญาไท,0897181111,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/109_row113_Dr ORAWAN CLINIC,113,Dr ORAWAN CLINIC,กรุงเทพมหานคร,เขตพญาไท,0616562395,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/110_row114_S.E.C. Clinic เอสอีซี คลินิก,114,S.E.C. Clinic เอสอีซี คลินิก,กรุงเทพมหานคร,เขตพญาไท,0987157885,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/111_row115_นวลคลินิก เวชกรรม,115,นวลคลินิก เวชกรรม,กรุงเทพมหานคร,เขตพญาไท,0897181111,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/112_row116_เอส แอสตร้า คลินิก,116,เอส แอสตร้า คลินิก,กรุงเทพมหานคร,เขตพญาไท,0987962652,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/113_row117_เอส แอสตร้า เอสเธทิค,117,เอส แอสตร้า เอสเธทิค,กรุงเทพมหานคร,เขตพญาไท,0614655944,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/114_row118_Phenomed Clinic,118,Phenomed Clinic,กรุงเทพมหานคร,เขตพระนคร,0891651620,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/115_row119_รุ่งนภา คลินิกเวชกรรม,119,รุ่งนภา คลินิกเวชกรรม,กรุงเทพมหานคร,เขตพระนคร,0619693516,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/116_row120_Esthe Clinic,120,Esthe Clinic,กรุงเทพมหานคร,เขตพระโขนง,0954030273,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/117_row121_PROV CLINIC,121,PROV CLINIC,กรุงเทพมหานคร,เขตพระโขนง,0826422656,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/118_row122_SDR CLINIC,122,SDR CLINIC,กรุงเทพมหานคร,เขตพระโขนง,0637982969,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/119_row123_นภัสรีย์ คลินิก,123,นภัสรีย์ คลินิก,กรุงเทพมหานคร,เขตพระโขนง,0884991789,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/120_row124_นภัสรีย์คลินิกเวชกรรม,124,นภัสรีย์คลินิกเวชกรรม,กรุงเทพมหานคร,เขตพระโขนง,0832463656,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/121_row125_อลิซเฮ้าส์คลินิกเวชกรรม,125,อลิซเฮ้าส์คลินิกเวชกรรม,กรุงเทพมหานคร,เขตภาษีเจริญ,0647464518,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/122_row126_Praram 3 Clinic,126,Praram 3 Clinic,กรุงเทพมหานคร,เขตยานนาวา,0818142125,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/123_row127_L.S.T clinic,127,L.S.T clinic,กรุงเทพมหานคร,เขตราชเทวี,0819889249,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/124_row128_คราฟ คลินิกเวชกรรม,128,คราฟ คลินิกเวชกรรม,กรุงเทพมหานคร,เขตราชเทวี,0962938891,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/125_row129_ศูนย์รักษาผิวหน้าและเวชศาสตร์ชะลอวัยแอลเอสที (L.S.T. Skin Care & Anti-aging Center),129,ศูนย์รักษาผิวหน้าและเวชศาสตร์ชะลอวัยแอลเอสที (L.S.T. Skin Care & Anti-aging Center),กรุงเทพมหานคร,เขตราชเทวี,0966369198,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/126_row130_ลาพิส เมดิคอล คลินิก,130,ลาพิส เมดิคอล คลินิก,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,0924325498,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/127_row131_DR. WEE CLINIC,131,DR. WEE CLINIC,กรุงเทพมหานคร,เขตลาดกระบัง,0851778338,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/128_row132_Dr.Wee Clinic,132,Dr.Wee Clinic,กรุงเทพมหานคร,เขตลาดกระบัง,0851778338,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/129_row133_THE PASSION MEDICAL SKIN,133,THE PASSION MEDICAL SKIN,กรุงเทพมหานคร,เขตลาดกระบัง,0951236555,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/130_row134_ด็อกเตอร์วีคลินิก,134,ด็อกเตอร์วีคลินิก,กรุงเทพมหานคร,เขตลาดกระบัง,0851778338,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/131_row135_MDI Clinic,135,MDI Clinic,กรุงเทพมหานคร,เขตลาดพร้าว,0962254445,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/132_row136_S-Mart AWC,136,S-Mart AWC,กรุงเทพมหานคร,เขตลาดพร้าว,0863244842,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/133_row137_Suphanun aesthetic,137,Suphanun aesthetic,กรุงเทพมหานคร,เขตลาดพร้าว,0953851785,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/134_row138_VIE Clinic,138,VIE Clinic,กรุงเทพมหานคร,เขตลาดพร้าว,0984422462,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/135_row139_ด็อกเตอร์โทนี่คลินิคเวชกรรม,139,ด็อกเตอร์โทนี่คลินิคเวชกรรม,กรุงเทพมหานคร,เขตลาดพร้าว,0618952898,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/136_row140_ยูดีไซร์อีสต์วิลคลินิกเวชกรรม,140,ยูดีไซร์อีสต์วิลคลินิกเวชกรรม,กรุงเทพมหานคร,เขตลาดพร้าว,0611962391,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/137_row141_รักษ์คุณ คลีนิกเวชกรรม,141,รักษ์คุณ คลีนิกเวชกรรม,กรุงเทพมหานคร,เขตลาดพร้าว,029346185,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/138_row142_รักษ์คุณคลินิกเวชกรรม,142,รักษ์คุณคลินิกเวชกรรม,กรุงเทพมหานคร,เขตลาดพร้าว,0886499444,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/139_row143_เดอมิซายส์ คลีนิกเวชกรรม,143,เดอมิซายส์ คลีนิกเวชกรรม,กรุงเทพมหานคร,เขตลาดพร้าว,0955651595,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/140_row144_เดอะลูมินัส,144,เดอะลูมินัส,กรุงเทพมหานคร,เขตลาดพร้าว,0909614642,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/141_row145_Amas clinic,145,Amas clinic,กรุงเทพมหานคร,เขตวังทองหลาง,0855654252,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/142_row146_Aura Della Skin Clinic,146,Aura Della Skin Clinic,กรุงเทพมหานคร,เขตวังทองหลาง,0823455666,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/143_row147_Aura Della Skin clinic,147,Aura Della Skin clinic,กรุงเทพมหานคร,เขตวังทองหลาง,0823455666,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/144_row148_Mudan Pavilion,148,Mudan Pavilion,กรุงเทพมหานคร,เขตวังทองหลาง,0614696941,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/145_row149_SHIBUI CLINIC,149,SHIBUI CLINIC,กรุงเทพมหานคร,เขตวังทองหลาง,0992282992,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/146_row150_Shibui Clinic,150,Shibui Clinic,กรุงเทพมหานคร,เขตวังทองหลาง,0994298899,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/147_row151_Shibui clinic,151,Shibui clinic,กรุงเทพมหานคร,เขตวังทองหลาง,0994298899,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/148_row152_The Scenical Clinic,152,The Scenical Clinic,กรุงเทพมหานคร,เขตวังทองหลาง,0809611551,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/149_row153_ดิอาทคลินิก เวชกรรม(สาขา ลาดพร้าว),153,ดิอาทคลินิก เวชกรรม(สาขา ลาดพร้าว),กรุงเทพมหานคร,เขตวังทองหลาง,0944359176,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/150_row154_อัสเธอร์คลินิก,154,อัสเธอร์คลินิก,กรุงเทพมหานคร,เขตวังทองหลาง,0879999456,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/151_row155_อามาส คลีนิก,155,อามาส คลีนิก,กรุงเทพมหานคร,เขตวังทองหลาง,0855654252,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/152_row156_Dr.Pam Clinic,156,Dr.Pam Clinic,กรุงเทพมหานคร,เขตวัฒนา,0896649642,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/153_row157_ID clinic,157,ID clinic,กรุงเทพมหานคร,เขตวัฒนา,0613907000,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/154_row158_Masterwork Clinic,158,Masterwork Clinic,กรุงเทพมหานคร,เขตวัฒนา,0997344261,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/155_row159_Mune clinic,159,Mune clinic,กรุงเทพมหานคร,เขตวัฒนา,0824926424,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/156_row160_OKAY Clinic,160,OKAY Clinic,กรุงเทพมหานคร,เขตวัฒนา,0858823519,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/157_row161_RWC CLINIC,161,RWC CLINIC,กรุงเทพมหานคร,เขตวัฒนา,0806655666,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/158_row162_Rainaparie clinic,162,Rainaparie clinic,กรุงเทพมหานคร,เขตวัฒนา,0830361347,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/159_row163_SLC CLINIC,163,SLC CLINIC,กรุงเทพมหานคร,เขตวัฒนา,027149555,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/160_row164_ดิ อัลมอนด์ คลีนิก,164,ดิ อัลมอนด์ คลีนิก,กรุงเทพมหานคร,เขตวัฒนา,0909618374,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/161_row165_นิวดรีมคลินิกเวชกรรม,165,นิวดรีมคลินิกเวชกรรม,กรุงเทพมหานคร,เขตวัฒนา,0874428994,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/162_row166_นิวดรีมคลีนิกเวชกรรม,166,นิวดรีมคลีนิกเวชกรรม,กรุงเทพมหานคร,เขตวัฒนา,0874428994,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/163_row167_บริษัท แอบโซลูท บิวตี้ คลินิก จํากัด,167,บริษัท แอบโซลูท บิวตี้ คลินิก จำกัด,กรุงเทพมหานคร,เขตวัฒนา,0863178962,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/164_row168_รัยนาแพรี คลีนิก,168,รัยนาแพรี คลีนิก,กรุงเทพมหานคร,เขตวัฒนา,026621597,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/165_row169_เคเมซองคลีนิกเวชกรรม,169,เคเมซองคลีนิกเวชกรรม,กรุงเทพมหานคร,เขตวัฒนา,0629532415,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/166_row170_เมก้าเมดคลินิกเวชกรรม,170,เมก้าเมดคลินิกเวชกรรม,กรุงเทพมหานคร,เขตวัฒนา,0911861865,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/167_row171_BEHAP Wellness clinic,171,BEHAP Wellness clinic,กรุงเทพมหานคร,เขตสวนหลวง,0818113455,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/168_row172_Let me in clinic,172,Let me in clinic,กรุงเทพมหานคร,เขตสวนหลวง,0915992989,logo.png
